Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE110,    148.291,   -41.61,    129.025,  -162.23,    117.674,    78.26,          0,     0.00,    25.6087,   -62.17,    148.291,   138.39,    129.025,    17.77,    117.674,  -101.74,          0,     0.00,    25.6087,   117.83
Line.LINE111, 3.54885E-009,  -179.94, 2.84969E-009,   -95.27, 4.87696E-009,    40.13,          0,     0.00, 3.1285E-010,   105.17, 3.54885E-009,     0.06, 2.84969E-009,    84.73, 4.87696E-009,  -139.87,          0,     0.00, 3.1285E-010,   -74.83
Line.LINE112,    9.11235,   -41.73,    27.2887,  -162.06,    18.0035,    78.24,          0,     0.00,    15.8093,   168.49,    9.11235,   138.27,    27.2887,    17.94,    18.0035,  -101.76,          0,     0.00,    15.8093,   -11.51
Line.LINE113,    148.291,   -41.61,    129.025,  -162.23,    117.674,    78.26,          0,     0.00,    25.6087,   -62.17,    148.291,   138.39,    129.025,    17.77,    117.674,  -101.74,          0,     0.00,    25.6087,   117.83
Line.LINE114, 3.56158E-009,   180.00, 2.8517E-009,   -94.90, 4.83217E-009,    39.90,          0,     0.00, 2.76343E-010,   110.82, 3.56158E-009,     0.00, 2.8517E-009,    85.10, 4.83217E-009,  -140.10,          0,     0.00, 2.76343E-010,   -69.18
Line.LINE115,    9.11235,   -41.73,    27.2887,  -162.06,    18.0035,    78.24,          0,     0.00,    15.8093,   168.49,    9.11235,   138.27,    27.2887,    17.94,    18.0035,  -101.76,          0,     0.00,    15.8093,   -11.51
Line.LINE116,    9.13697,   -41.72,     18.229,  -162.07,    18.0336,    78.25,          0,     0.00,    9.08178,   138.97,    9.13697,   138.28,     18.229,    17.93,    18.0336,  -101.75,          0,     0.00,    9.08178,   -41.03
Line.LINE117,    139.154,   -41.60,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    34.2366,   -56.68,    139.154,   138.40,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    34.2366,   123.32
Line.LINE118, 3.58733E-009,   176.28, 2.79397E-009,   -90.00,  4.82E-009,    42.55,          0,     0.00, 6.99098E-010,    92.39, 3.58733E-009,    -3.72, 2.79397E-009,    90.00,  4.82E-009,  -137.45,          0,     0.00, 6.99098E-010,   -87.61
Line.LINE119,    9.11235,   -41.73,    27.2887,  -162.06,    18.0035,    78.24,          0,     0.00,    15.8093,   168.49,    9.11235,   138.27,    27.2887,    17.94,    18.0035,  -101.76,          0,     0.00,    15.8093,   -11.51
Line.LINE120, 2.09871E-010,   146.31, 2.09871E-010,    33.69, 2.32838E-010,   -89.55,          0,     0.00, 1.81899E-012,     0.00, 2.09871E-010,   -33.69, 2.09871E-010,  -146.31, 2.32838E-010,    90.45,          0,     0.00, 1.81899E-012,   180.00
Line.LINE121,    9.13697,   -41.72,     18.229,  -162.07,    18.0336,    78.25,          0,     0.00,    9.08178,   138.97,    9.13697,   138.28,     18.229,    17.93,    18.0336,  -101.75,          0,     0.00,    9.08178,   -41.03
Line.LINE122,    139.154,   -41.60,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    34.2366,   -56.68,    139.154,   138.40,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    34.2366,   123.32
Line.LINE123, 3.68965E-009,   173.66, 2.73591E-009,   -89.39, 4.79746E-009,    35.62,          0,     0.00, 5.34275E-010,    60.64, 3.68965E-009,    -6.34, 2.73591E-009,    90.61, 4.79746E-009,  -144.38,          0,     0.00, 5.34275E-010,  -119.36
Line.LINE124,    9.11235,   -41.73,    27.2887,  -162.06,    18.0035,    78.24,          0,     0.00,    15.8093,   168.49,    9.11235,   138.27,    27.2887,    17.94,    18.0035,  -101.76,          0,     0.00,    15.8093,   -11.51
Line.LINE125, 3.25391E-010,   153.43, 2.74565E-010,    32.01, 2.32859E-010,   -89.10,          0,     0.00, 7.97871E-011,   133.15, 3.25391E-010,   -26.57, 2.74565E-010,  -147.99, 2.32859E-010,    90.90,          0,     0.00, 7.97871E-011,   -46.85
Line.LINE126,    9.13697,   -41.72,     18.229,  -162.07,    18.0336,    78.25,          0,     0.00,    9.08178,   138.97,    9.13697,   138.28,     18.229,    17.93,    18.0336,  -101.75,          0,     0.00,    9.08178,   -41.03
Line.LINE127,    139.154,   -41.60,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    34.2366,   -56.68,    139.154,   138.40,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    34.2366,   123.32
Line.LINE128, 3.62573E-009,   174.47, 2.96245E-009,  -100.76, 5.07576E-009,    36.61,          0,     0.00, 4.73776E-010,   100.62, 3.62573E-009,    -5.53, 2.96245E-009,    79.24, 5.07576E-009,  -143.39,          0,     0.00, 4.73776E-010,   -79.38
Line.LINE129,    9.11235,   -41.73,    27.2887,  -162.06,    18.0035,    78.24,          0,     0.00,    15.8093,   168.49,    9.11235,   138.27,    27.2887,    17.94,    18.0035,  -101.76,          0,     0.00,    15.8093,   -11.51
Line.LINE130, 2.09871E-010,   146.31, 1.45519E-010,    36.87, 2.32838E-010,   -89.55,          0,     0.00, 6.34564E-011,  -152.70, 2.09871E-010,   -33.69, 1.45519E-010,  -143.13, 2.32838E-010,    90.45,          0,     0.00, 6.34564E-011,    27.30
Line.LINE131,    9.13697,   -41.72, 9.69843E-010,  -156.53, 7.93549E-010,    88.03,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 9.69843E-010,    23.47, 7.93549E-010,   -91.97,          0,     0.00,    9.13697,   138.28
Line.LINE132, 5.32109E-009,   -86.55,     18.229,  -162.07,    18.0336,    78.25,          0,     0.00,    18.2184,   138.62, 5.32109E-009,    93.45,     18.229,    17.93,    18.0336,  -101.75,          0,     0.00,    18.2184,   -41.38
Line.LINE133,    139.154,   -41.60,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    34.2366,   -56.68,    139.154,   138.40,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    34.2366,   123.32
Line.LINE134, 3.55499E-009,   170.58, 3.05219E-009,   -97.40, 4.75026E-009,    36.03,          0,     0.00, 3.54063E-010,    99.46, 3.55499E-009,    -9.42, 3.05219E-009,    82.60, 4.75026E-009,  -143.97,          0,     0.00, 3.54063E-010,   -80.54
Line.LINE135,    9.11235,   -41.73,    27.2887,  -162.06,    18.0035,    78.24,          0,     0.00,    15.8093,   168.49,    9.11235,   138.27,    27.2887,    17.94,    18.0035,  -101.76,          0,     0.00,    15.8093,   -11.51
Line.LINE136, 1.95234E-010,   153.43, 2.09871E-010,    33.69, 1.74623E-010,   -90.00,          0,     0.00, 2.91038E-011,    90.00, 1.95234E-010,   -26.57, 2.09871E-010,  -146.31, 1.74623E-010,    90.00,          0,     0.00, 2.91038E-011,   -90.00
Line.LINE137,    9.13697,   -41.72, 1.04078E-009,  -158.95, 6.9853E-010,    89.40,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 1.04078E-009,    21.05, 6.9853E-010,   -90.60,          0,     0.00,    9.13697,   138.28
Line.LINE138, 5.39552E-009,   -86.29,     18.229,  -162.07,    18.0336,    78.25,          0,     0.00,    18.2184,   138.62, 5.39552E-009,    93.71,     18.229,    17.93,    18.0336,  -101.75,          0,     0.00,    18.2184,   -41.38
Line.LINE139,    139.154,   -41.60,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    34.2366,   -56.68,    139.154,   138.40,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    34.2366,   123.32
Line.LINE140, 3.75544E-009,   166.56, 3.15948E-009,   -95.82, 4.7306E-009,    34.47,          0,     0.00, 4.13899E-010,   100.12, 3.75544E-009,   -13.44, 3.15948E-009,    84.18, 4.7306E-009,  -145.53,          0,     0.00, 4.13899E-010,   -79.88
Line.LINE141,    9.11235,   -41.73,    27.2887,  -162.06,    18.0035,    78.24,          0,     0.00,    15.8093,   168.49,    9.11235,   138.27,    27.2887,    17.94,    18.0035,  -101.76,          0,     0.00,    15.8093,   -11.51
Line.LINE142, 9.20344E-011,   161.57, 9.76172E-011,    26.57, 5.82361E-011,   -88.21,          0,     0.00, 1.46652E-011,    82.87, 9.20344E-011,   -18.43, 9.76172E-011,  -153.43, 5.82361E-011,    91.79,          0,     0.00, 1.46652E-011,   -97.13
Line.LINE143,    9.13697,   -41.72, 9.05733E-010,  -156.32, 8.15719E-010,    87.44,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 9.05733E-010,    23.68, 8.15719E-010,   -92.56,          0,     0.00,    9.13697,   138.28
Line.LINE144, 5.28243E-009,   -85.73,     18.229,  -162.07,    18.0336,    78.25,          0,     0.00,    18.2184,   138.62, 5.28243E-009,    94.27,     18.229,    17.93,    18.0336,  -101.75,          0,     0.00,    18.2184,   -41.38
Line.LINE145,    139.154,   -41.60,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    34.2366,   -56.68,    139.154,   138.40,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    34.2366,   123.32
Line.LINE146, 2.37442E-009,   168.69, 2.79397E-009,   -90.00, 4.79428E-009,    29.05,          0,     0.00, 1.86265E-009,     0.00, 2.37442E-009,   -11.31, 2.79397E-009,    90.00, 4.79428E-009,  -150.95,          0,     0.00, 1.86265E-009,   180.00
Line.LINE147,    9.11235,   -41.73,    27.2887,  -162.06,    18.0035,    78.24,          0,     0.00,    15.8093,   168.49,    9.11235,   138.27,    27.2887,    17.94,    18.0035,  -101.76,          0,     0.00,    15.8093,   -11.51
Line.LINE148, 1.45519E-010,   143.13, 1.69703E-010,    30.96, 1.74623E-010,   -90.00,          0,     0.00, 2.91038E-011,     0.00, 1.45519E-010,   -36.87, 1.69703E-010,  -149.04, 1.74623E-010,    90.00,          0,     0.00, 2.91038E-011,   180.00
Line.LINE149,    9.13697,   -41.72, 9.12817E-010,  -156.51, 5.82804E-010,    87.14,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 9.12817E-010,    23.49, 5.82804E-010,   -92.86,          0,     0.00,    9.13697,   138.28
Line.LINE150, 4.60172E-009,   -92.17, 5.54008E-009,    35.49,    18.0336,    78.25,          0,     0.00,    18.0336,    78.25, 4.60172E-009,    87.83, 5.54008E-009,  -144.51,    18.0336,  -101.75,          0,     0.00,    18.0336,  -101.75
Line.LINE151, 8.58438E-010,   -30.79,     18.229,  -162.07, 1.08812E-009,   100.60,          0,     0.00,     18.229,  -162.07, 8.58438E-010,   149.21,     18.229,    17.93, 1.08812E-009,   -79.40,          0,     0.00,     18.229,    17.93
Line.LINE152,    139.154,   -41.60,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    34.2366,   -56.68,    139.154,   138.40,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    34.2366,   123.32
Line.LINE153, 3.6145E-009,   165.07, 4.2742E-009,  -119.36, 2.98169E-009,    38.66,          0,     0.00, 3.39007E-009,  -164.05, 3.6145E-009,   -14.93, 4.2742E-009,    60.64, 2.98169E-009,  -141.34,          0,     0.00, 3.39007E-009,    15.95
Line.LINE154,    9.11235,   -41.73,    27.2887,  -162.06,    18.0035,    78.24,          0,     0.00,    15.8093,   168.49,    9.11235,   138.27,    27.2887,    17.94,    18.0035,  -101.76,          0,     0.00,    15.8093,   -11.51
Line.LINE155, 2.21648E-010,   156.80, 2.42192E-010,    32.74, 2.32831E-010,   -90.00,          0,     0.00, 1.45519E-011,   -90.00, 2.21648E-010,   -23.20, 2.42192E-010,  -147.26, 2.32831E-010,    90.00,          0,     0.00, 1.45519E-011,    90.00
Line.LINE156,    9.13697,   -41.72, 9.45195E-010,  -158.43, 8.16983E-010,    85.91,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 9.45195E-010,    21.57, 8.16983E-010,   -94.09,          0,     0.00,    9.13697,   138.28
Line.LINE157, 4.73376E-009,   -92.47, 5.47673E-009,    35.21,    18.0336,    78.25,          0,     0.00,    18.0336,    78.25, 4.73376E-009,    87.53, 5.47673E-009,  -144.79,    18.0336,  -101.75,          0,     0.00,    18.0336,  -101.75
Line.LINE158, 9.00483E-010,   -28.21,     18.229,  -162.07, 1.18312E-009,   100.27,          0,     0.00,     18.229,  -162.07, 9.00483E-010,   151.79,     18.229,    17.93, 1.18312E-009,   -79.73,          0,     0.00,     18.229,    17.93
Line.LINE159,    139.154,   -41.60,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    34.2366,   -56.68,    139.154,   138.40,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    34.2366,   123.32
Line.LINE160, 9.59985E-010,   104.04, 1.25383E-009,   -21.80, 1.91997E-009,   104.04,          0,     0.00, 2.37442E-009,    78.69, 9.59985E-010,   -75.96, 1.25383E-009,   158.20, 1.91997E-009,   -75.96,          0,     0.00, 2.37442E-009,  -101.31
Line.LINE161, 2.31192E-011,   143.66,    9.08978,  -162.06, 1.46652E-011,   -97.13,          0,     0.00,    9.08978,  -162.06, 2.31192E-011,   -36.34,    9.08978,    17.94, 1.46652E-011,    82.87,          0,     0.00,    9.08978,    17.94
Line.LINE162,    9.11235,   -41.73,     18.199,  -162.06,    18.0035,    78.24,          0,     0.00,    9.07129,   138.98,    9.11235,   138.27,     18.199,    17.94,    18.0035,  -101.76,          0,     0.00,    9.07129,   -41.02
Line.LINE163, 1.95234E-010,   153.43, 2.08352E-010,    12.09, 1.74632E-010,   -90.60,          0,     0.00, 5.14809E-011,   -57.99, 1.95234E-010,   -26.57, 2.08352E-010,  -167.91, 1.74632E-010,    89.40,          0,     0.00, 5.14809E-011,   122.01
Line.LINE164,    9.13697,   -41.72, 1.02428E-009,  -157.94, 7.01555E-010,    84.64,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 1.02428E-009,    22.06, 7.01555E-010,   -95.36,          0,     0.00,    9.13697,   138.28
Line.LINE165, 4.57426E-009,   -95.29, 5.59025E-009,    34.39,    18.0336,    78.25,          0,     0.00,    18.0336,    78.25, 4.57426E-009,    84.71, 5.59025E-009,  -145.61,    18.0336,  -101.75,          0,     0.00,    18.0336,  -101.75
Line.LINE166, 8.15131E-010,   -23.96,     18.229,  -162.07, 9.47552E-010,   100.62,          0,     0.00,     18.229,  -162.07, 8.15131E-010,   156.04,     18.229,    17.93, 9.47552E-010,   -79.38,          0,     0.00,     18.229,    17.93
Line.LINE167,    139.154,   -41.60,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    34.2366,   -56.68,    139.154,   138.40,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    34.2366,   123.32
Line.LINE168, 4.65661E-010,    90.00, 1.16415E-010,     0.00, 1.41625E-009,   -80.54,          0,     0.00, 9.94653E-010,   -69.44, 4.65661E-010,   -90.00, 1.16415E-010,   180.00, 1.41625E-009,    99.46,          0,     0.00, 9.94653E-010,   110.56
Line.LINE169, 9.69476E-012,   140.71,    9.08978,  -162.06, 2.91038E-011,   -90.00,          0,     0.00,    9.08978,  -162.06, 9.69476E-012,   -39.29,    9.08978,    17.94, 2.91038E-011,    90.00,          0,     0.00,    9.08978,    17.94
Line.LINE170,    9.11235,   -41.73,     18.199,  -162.06,    18.0035,    78.24,          0,     0.00,    9.07129,   138.98,    9.11235,   138.27,     18.199,    17.94,    18.0035,  -101.76,          0,     0.00,    9.07129,   -41.02
Line.LINE171, 1.45519E-010,   143.13, 1.30156E-010,    26.57, 1.1643E-010,   -89.10,          0,     0.00, 2.91606E-011,    86.42, 1.45519E-010,   -36.87, 1.30156E-010,  -153.43, 1.1643E-010,    90.90,          0,     0.00, 2.91606E-011,   -93.58
Line.LINE172,    9.13697,   -41.72, 8.65699E-010,  -157.32, 5.85748E-010,    83.58,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 8.65699E-010,    22.68, 5.85748E-010,   -96.42,          0,     0.00,    9.13697,   138.28
Line.LINE173, 4.85452E-009,   -86.56, 4.30447E-009,    36.75, 1.53185E-008,   110.81,          0,     0.00, 1.21687E-008,    98.04, 4.85452E-009,    93.44, 4.30447E-009,  -143.25, 1.53185E-008,   -69.19,          0,     0.00, 1.21687E-008,   -81.96
Line.LINE174, 7.14837E-010,   146.12, 1.36728E-009,    28.14,    18.0336,    78.25,          0,     0.00,    18.0336,    78.25, 7.14837E-010,   -33.88, 1.36728E-009,  -151.86,    18.0336,  -101.75,          0,     0.00,    18.0336,  -101.75
Line.LINE175, 6.04093E-010,   -41.95,     18.229,  -162.07, 1.6363E-009,    95.10,          0,     0.00,     18.229,  -162.07, 6.04093E-010,   138.05,     18.229,    17.93, 1.6363E-009,   -84.90,          0,     0.00,     18.229,    17.93
Line.LINE176,    139.154,   -41.60,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    34.2366,   -56.68,    139.154,   138.40,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    34.2366,   123.32
Line.LINE177, 9.37116E-012,  -177.91,    9.08978,  -162.06, 7.29015E-012,    86.42,          0,     0.00,    9.08978,  -162.06, 9.37116E-012,     2.09,    9.08978,    17.94, 7.29015E-012,   -93.58,          0,     0.00,    9.08978,    17.94
Line.LINE178,    9.11235,   -41.73,     18.199,  -162.06, 1.16415E-010,     0.00,          0,     0.00,    15.7088,  -132.01,    9.11235,   138.27,     18.199,    17.94, 1.16415E-010,   180.00,          0,     0.00,    15.7088,    47.99
Line.LINE179, 9.77329E-010,   -22.40, 5.49346E-010,    26.08,    18.0035,    78.24,          0,     0.00,    18.0035,    78.24, 9.77329E-010,   157.60, 5.49346E-010,  -153.92,    18.0035,  -101.76,          0,     0.00,    18.0035,  -101.76
Line.LINE180, 6.50781E-011,   153.43, 1.19998E-010,    14.04, 1.1643E-010,   -90.90,          0,     0.00, 8.10421E-011,   -45.91, 6.50781E-011,   -26.57, 1.19998E-010,  -165.96, 1.1643E-010,    89.10,          0,     0.00, 8.10421E-011,   134.09
Line.LINE181,    9.13697,   -41.72, 7.62259E-010,  -153.95, 5.26339E-010,    84.45,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 7.62259E-010,    26.05, 5.26339E-010,   -95.55,          0,     0.00,    9.13697,   138.28
Line.LINE182, 4.93908E-009,   -81.87, 3.62199E-009,    45.00, 1.53968E-008,   110.35,          0,     0.00, 1.22872E-008,    99.82, 4.93908E-009,    98.13, 3.62199E-009,  -135.00, 1.53968E-008,   -69.65,          0,     0.00, 1.22872E-008,   -80.18
Line.LINE183, 6.85111E-010,   145.19, 1.3408E-009,    30.08,    18.0336,    78.25,          0,     0.00,    18.0336,    78.25, 6.85111E-010,   -34.81, 1.3408E-009,  -149.92,    18.0336,  -101.75,          0,     0.00,    18.0336,  -101.75
Line.LINE184, 3.49406E-010,   -67.14,     18.229,  -162.07, 8.22183E-010,    97.63,          0,     0.00,     18.229,  -162.07, 3.49406E-010,   112.86,     18.229,    17.93, 8.22183E-010,   -82.37,          0,     0.00,     18.229,    17.93
Line.LINE185,    139.154,   -41.60,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    34.2366,   -56.68,    139.154,   138.40,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    34.2366,   123.32
Line.LINE186,    9.11235,   -41.73,     18.199,  -162.06, 1.56729E-010,   -21.80,          0,     0.00,    15.7088,  -132.01,    9.11235,   138.27,     18.199,    17.94, 1.56729E-010,   158.20,          0,     0.00,    15.7088,    47.99
